First name Last name	Last name of the artist 	First name of the artist	Sex of the artist (F/M/FM/empty)	Membership in movement, if applicable	Biographical elements	Detailed address of the artist, as it appears in the catalogue	Country of the artist	State of the artist	City of the artist	City coordinate location	City lat	City long	Street number of the artist's address	Street name of the artist's address	Street coordinate location	Street lat	Street long	Floor level of the artist's address	Local address of the artist	Additional information on the artist's address	Address as it appears in the catalogue	Country of the artist 2	State of the artist 2	City of the artist 2	Street number of the artist's address 2	Street name of the artist's address 2	Floor level of the artist's address 2	Local address of the artist 2	Additional information on the artist's address 2	Artist's nationality	Student of	Birth year	Month of birth	Day of birth	Detailed birth address of the artist, as it appears in the catalogue	Country of birth	State of birth	City of birth	Street number of the birth address	Street name of the birth address	Floor level of the birth address	Local address of birth	Additional information on the birth address	Year of death	Month of death	Day of death	Detailed death address of the artist, as it appears in the catalogue	Country of death	State of death	City of death	Street number of the death address	Street name of the death address	Floor level of the death address	Local address of death	Additional information on the death address	Notes	Number	Title of artwork	Subtitle	Dimension_bis	Medium_bis	Translated title	Start year of creation	Start month of creation	Start day of creation	End year of creation	End month of creation	End day of creation	Country of creation	State of creation	City of creation	Dimensions	Categories	Medium	Room	Chapter of the catalogue ?	Price	Location/Owner	Owner's country	Owner's state	Owner's city	Notes2
William Marsden HARRISON 	HARRISON 	William Marsden 	M		 Falmouth (Angleterre).	 Falmouth (Angleterre).	England	 	Falmouth	50.15,-5.0666666666667	50.15	-5.0666666666667	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	269	En Remorque.	D. Ch.	Épreuve directe	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Veuve H. HEID 	HEID 	Veuve H.	F		 33, Hauptstrasse III, Vienne (Autriche).	 33, Hauptstrasse III, Vienne (Autriche).	Austria	 	Vienna	48.208333333333336,16.3725	48.208333333333336	16.3725	33	Landstraßer Hauptstraße, Vienna				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	270	Étude.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Veuve H. HEID 	HEID 	Veuve H.	F		 33, Hauptstrasse III, Vienne (Autriche).	 33, Hauptstrasse III, Vienne (Autriche).	Austria	 	Vienna	48.208333333333336,16.3725	48.208333333333336	16.3725	33	Landstraßer Hauptstraße, Vienna				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	271	A la Fontaine.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Hugo HENNEBERG 	HENNEBERG 	Hugo	M	Photo-Club de Paris / Linked Ring / Camera Club de Vienne	 P. C. P.- L. R. - C. C. V. Camera Club, 1, Elisabethstrasse, Vienne (Autriche).	Camera Club, 1, Elisabethstrasse, Vienne (Autriche).	Austria	 	Vienna	48.208333333333336,16.3725	48.208333333333336	16.3725	1	Elisabethstraße	48.202439,16.365682	48.202439	16.365682	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	272	Birken.	A. Gb.	Agrandissement	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Hugo HENNEBERG 	HENNEBERG 	Hugo	M	Photo-Club de Paris / Linked Ring / Camera Club de Vienne	 P. C. P.- L. R. - C. C. V. Camera Club, 1, Elisabethstrasse, Vienne (Autriche).	Camera Club, 1, Elisabethstrasse, Vienne (Autriche).	Austria	 	Vienna	48.208333333333336,16.3725	48.208333333333336	16.3725	1	Elisabethstraße	48.202439,16.365682	48.202439	16.365682	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	273	Sur la Route.	A. Gb.	Agrandissement	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Hugo HENNEBERG 	HENNEBERG 	Hugo	M	Photo-Club de Paris / Linked Ring / Camera Club de Vienne	 P. C. P.- L. R. - C. C. V. Camera Club, 1, Elisabethstrasse, Vienne (Autriche).	Camera Club, 1, Elisabethstrasse, Vienne (Autriche).	Austria	 	Vienna	48.208333333333336,16.3725	48.208333333333336	16.3725	1	Elisabethstraße	48.202439,16.365682	48.202439	16.365682	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	274	Temps de pluie au Chiemsee.	A. Gb.	Agrandissement	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Hugo HENNEBERG 	HENNEBERG 	Hugo	M	Photo-Club de Paris / Linked Ring / Camera Club de Vienne	 P. C. P.- L. R. - C. C. V. Camera Club, 1, Elisabethstrasse, Vienne (Autriche).	Camera Club, 1, Elisabethstrasse, Vienne (Autriche).	Austria	 	Vienna	48.208333333333336,16.3725	48.208333333333336	16.3725	1	Elisabethstraße	48.202439,16.365682	48.202439	16.365682	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	275	Avant l’Orage.	A. Gb.	Agrandissement	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Hugo HENNEBERG 	HENNEBERG 	Hugo	M	Photo-Club de Paris / Linked Ring / Camera Club de Vienne	 P. C. P.- L. R. - C. C. V. Camera Club, 1, Elisabethstrasse, Vienne (Autriche).	Camera Club, 1, Elisabethstrasse, Vienne (Autriche).	Austria	 	Vienna	48.208333333333336,16.3725	48.208333333333336	16.3725	1	Elisabethstraße	48.202439,16.365682	48.202439	16.365682	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	276	Étude en couleur.	A. Gb.	Agrandissement	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Paul HERMAND 	HERMAND 	Paul	M	Photo-Club de Paris	 P. C. P. La Bucaille, par Fontenay-Saint-Père (Seine-et-Oise).	La Bucaille, par Fontenay-Saint-Père (Seine-et-Oise).	France	 	Fontenay-Saint-Père	49.026944444444,1.7516666666667	49.026944444444	1.7516666666667	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	277	Eau dormante.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Léo HILDESHEIMER 	HILDESHEIMER 	Léo	M	Camera Club de Vienne / Linked Ring	 C. C. V. - L. R. Camera-Club, Vienne (Autriche).	 Camera-Club, Vienne (Autriche).	Austria	 	Vienna	48.208333333333336,16.3725	48.208333333333336	16.3725	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	278	Étude.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Léo HILDESHEIMER 	HILDESHEIMER 	Léo	M	Camera Club de Vienne / Linked Ring	 C. C. V. - L. R. Camera-Club, Vienne (Autriche).	 Camera-Club, Vienne (Autriche).	Austria	 	Vienna	48.208333333333336,16.3725	48.208333333333336	16.3725	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	279	Étude.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Smith HINSDALE	HINSDALE	Smith	M		 Springfield (U. S. A.).	 Springfield (U. S. A.).	United States of America	 	Springfield	42.112411,-72.547455	42.112411	-72.547455	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	280	En Haut de la côte.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Smith HINSDALE	HINSDALE	Smith	M		 Springfield (U. S. A.).	 Springfield (U. S. A.).	United States of America	 	Springfield	42.112411,-72.547455	42.112411	-72.547455	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	281	Moissonneurs.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Carl-Friedrich HOFFMANN 	HOFFMANN 	Carl-Friedrich	M		 Hernalserhof XVII, Vienne(Autriche).	 Hernalserhof XVII, Vienne(Autriche).	Austria	 	Vienna	48.208333333333336,16.3725	48.208333333333336	16.3725	 	Hernalser Gürtel				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	282	La dernière issue.	D. Al.	Épreuve directe	Papier albuminé	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Frederick HOLLYER 	HOLLYER 	Frederick	M	Linked Ring	 L. R. 9, Pembroke Square, Kensington, Londres.	9, Pembroke Square, Kensington, Londres.	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	9	Pembroke Square	51.4883,-0.188611	51.4883	-0.188611	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	283	Portrait en chapeau.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Frederick HOLLYER 	HOLLYER 	Frederick	M	Linked Ring	 L. R. 9, Pembroke Square, Kensington, Londres.	9, Pembroke Square, Kensington, Londres.	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	9	Pembroke Square	51.4883,-0.188611	51.4883	-0.188611	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	284	Gleeson White, Esq.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Alfred HORSLEY HINTON	HORSLEY HINTON	Alfred	M	Linked Ring	 L. R. Guilford, Surrey (Angleterre).	Guilford, Surrey (Angleterre).	England	 	Guildford	51.2354,-0.5746	51.2354	-0.5746	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	285	Requiem.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Alfred HORSLEY HINTON	HORSLEY HINTON	Alfred	M	Linked Ring	 L. R. Guilford, Surrey (Angleterre).	Guilford, Surrey (Angleterre).	England	 	Guildford	51.2354,-0.5746	51.2354	-0.5746	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	286	Tide bereft.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Alfred HORSLEY HINTON	HORSLEY HINTON	Alfred	M	Linked Ring	 L. R. Guilford, Surrey (Angleterre).	Guilford, Surrey (Angleterre).	England	 	Guildford	51.2354,-0.5746	51.2354	-0.5746	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	287	Plage de Feldel.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Alfred HORSLEY HINTON	HORSLEY HINTON	Alfred	M	Linked Ring	 L. R. Guilford, Surrey (Angleterre).	Guilford, Surrey (Angleterre).	England	 	Guildford	51.2354,-0.5746	51.2354	-0.5746	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	288	Lever du jour.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Alfred HORSLEY HINTON	HORSLEY HINTON	Alfred	M	Linked Ring	 L. R. Guilford, Surrey (Angleterre).	Guilford, Surrey (Angleterre).	England	 	Guildford	51.2354,-0.5746	51.2354	-0.5746	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	289	Déclin du jour.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Howard ESLER	ESLER	Howard	M		 4, Queen's Road, Peckham (Angleterre).	 4, Queen's Road, Peckham (Angleterre).	England	 	Peckham	51.4714,-0.0625	51.4714	-0.0625	4	 Queen's Road				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	290	Un Jour gris.	D. Br.	Épreuve directe	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Howard ESLER	ESLER	Howard	M		 4, Queen's Road, Peckham (Angleterre).	 4, Queen's Road, Peckham (Angleterre).	England	 	Peckham	51.4714,-0.0625	51.4714	-0.0625	4	 Queen's Road				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	291	Le vieux Garçon.	D. Ch.	Épreuve directe	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Howard ESLER	ESLER	Howard	M		 4, Queen's Road, Peckham (Angleterre).	 4, Queen's Road, Peckham (Angleterre).	England	 	Peckham	51.4714,-0.0625	51.4714	-0.0625	4	 Queen's Road				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	292	Au Bord de l'étang.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Howard ESLER	ESLER	Howard	M		 4, Queen's Road, Peckham (Angleterre).	 4, Queen's Road, Peckham (Angleterre).	England	 	Peckham	51.4714,-0.0625	51.4714	-0.0625	4	 Queen's Road				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	293	Marée du soir.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HOWELL	HOWELL				 81, High Street, Londres.	 81, High Street, Londres.	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	81	 High Street				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	294	Les Vieux à la maison.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Jules HUBERT 	HUBERT 	Jules	M	Société d'Excursions des Amateurs Photographes	 S. A. E. 8 bis, rue Dieu, Paris.	8 bis, rue Dieu, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	8	rue Dieu	48.8704,2.36462	48.8704	2.36462	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	295	Venise. A. Br.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Jules HUBERT 	HUBERT 	Jules	M	Société d'Excursions des Amateurs Photographes	 S. A. E. 8 bis, rue Dieu, Paris.	8 bis, rue Dieu, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	8	rue Dieu	48.8704,2.36462	48.8704	2.36462	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	296	"En Normandie, ""La Moisson""."				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Olivier HUNTINGDON 	HUNTINGDON 	Olivier	M		 Cloyne House, Newport (États-Unis).	 Cloyne House, Newport (États-Unis).	United States of America	 	Newport	41.488002,-71.312622	41.488002	-71.312622	 	 Cloyne House				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	297	Accordant sa harpe.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Olivier HUNTINGDON 	HUNTINGDON 	Olivier	M		 Cloyne House, Newport (États-Unis).	 Cloyne House, Newport (États-Unis).	United States of America	 	Newport	41.488002,-71.312622	41.488002	-71.312622	 	 Cloyne House				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	298	Portrait de M. U. T. R.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Joh.-F.-J. HUYSSER 	HUYSSER 	Joh.-F.-J.	M		 Bloemendaal, près, Haarlem (Hollande).	 Bloemendaal, près, Haarlem (Hollande).	Netherlands	 	Bloemendaal	52.4028,4.6281	52.4028	4.6281	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	299	Soirée d'hiver.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Joh.-F.-J. HUYSSER 	HUYSSER 	Joh.-F.-J.	M		 Bloemendaal, près, Haarlem (Hollande).	 Bloemendaal, près, Haarlem (Hollande).	Netherlands	 	Bloemendaal	52.4028,4.6281	52.4028	4.6281	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	300	Grand'mère.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Romain ICKX 	ICKX 	Romain	M	Association Belge de Photographie	 A. B. DE PH. 1, rue Porte-d'Eau, Courtrai (Belgique).	1, rue Porte-d'Eau, Courtrai (Belgique).	Belgium	 	Kortrijk	50.833333333333,3.2666666666667	50.833333333333	3.2666666666667	1	 rue Porte-d'Eau				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	301	Hiver, temps sombre. 	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Romain ICKX 	ICKX 	Romain	M	Association Belge de Photographie	 A. B. DE PH. 1, rue Porte-d'Eau, Courtrai (Belgique).	1, rue Porte-d'Eau, Courtrai (Belgique).	Belgium	 	Kortrijk	50.833333333333,3.2666666666667	50.833333333333	3.2666666666667	1	 rue Porte-d'Eau				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	302	Brouillard d'automne. 	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
H.-A. INSINGER 	INSINGER 	H.-A.			 86, boulevard Haussmann, Paris.	 86, boulevard Haussmann, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	86	boulevard Haussmann	48.875,2.307222	48.875	2.307222	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	303	La Vague.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
H.-A. INSINGER 	INSINGER 	H.-A.			 86, boulevard Haussmann, Paris.	 86, boulevard Haussmann, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	86	boulevard Haussmann	48.875,2.307222	48.875	2.307222	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	304	Avant l'Orage.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henry IROTH 	IROTH 	Henry	M		 330, Chestnut Street, Philadelphie.	 330, Chestnut Street, Philadelphie.	United States of America	 	Philadelphia	39.952777777778,-75.163611111111	39.952777777778	-75.163611111111	330	 Chestnut Street				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	305	La Plage solitaire.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henry IROTH 	IROTH 	Henry	M		 330, Chestnut Street, Philadelphie.	 330, Chestnut Street, Philadelphie.	United States of America	 	Philadelphia	39.952777777778,-75.163611111111	39.952777777778	-75.163611111111	330	Chestnut Street	39.9529,-75.18	39.9529	-75.18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306	Abandonné.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Charles JACQUIN 	JACQUIN 	Charles	M	Société Française de Photographie / Société d'Excursions des Amateurs Photographes	 S. F. P. - S. A. E. 5, rue des Moulins, Paris.	 5, rue des Moulins, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	5	rue des Moulins	48.8668,2.33507	48.8668	2.33507	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	307	Portrait de F. Bracquemond.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Charles JACQUIN 	JACQUIN 	Charles	M	Société Française de Photographie / Société d'Excursions des Amateurs Photographes	 S. F. P. - S. A. E. 5, rue des Moulins, Paris.	 5, rue des Moulins, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	5	rue des Moulins	48.8668,2.33507	48.8668	2.33507	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	308	Baie de Buccari (Adriatique).				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Charles JACQUIN 	JACQUIN 	Charles	M	Société Française de Photographie / Société d'Excursions des Amateurs Photographes	 S. F. P. - S. A. E. 5, rue des Moulins, Paris.	 5, rue des Moulins, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	5	rue des Moulins	48.8668,2.33507	48.8668	2.33507	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	309	Lever de soleil, lac de Wallanstadt.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Charles JACQUIN 	JACQUIN 	Charles	M	Société Française de Photographie / Société d'Excursions des Amateurs Photographes	 S. F. P. - S. A. E. 5, rue des Moulins, Paris.	 5, rue des Moulins, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	5	rue des Moulins	48.8668,2.33507	48.8668	2.33507	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	310	Route Dauphine (Forêt de Marly).				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Charles JACQUIN 	JACQUIN 	Charles	M	Société Française de Photographie / Société d'Excursions des Amateurs Photographes	 S. F. P. - S. A. E. 5, rue des Moulins, Paris.	 5, rue des Moulins, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	5	rue des Moulins	48.8668,2.33507	48.8668	2.33507	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311	Dans le Port, à Trieste.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Georges-H. JAMES 	JAMES 	Georges-H.	M	Linked Ring	 L. R. 61, Battersea Rise, Londres.	61, Battersea Rise, Londres.	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	61	Battersea Rise	51.46074,-0.16805	51.46074	-0.16805	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	312	Nuit d’été, à Cowes.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Georges-H. JAMES 	JAMES 	Georges-H.	M	Linked Ring	 L. R. 61, Battersea Rise, Londres.	61, Battersea Rise, Londres.	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	61	Battersea Rise	51.46074,-0.16805	51.46074	-0.16805	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	313	Fleurs d’Écosse.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
René JESSÉ-CURELY 	JESSÉ-CURELY 	René	M		 20, rue de Provence, Versailles.	 20, rue de Provence, Versailles.	France	 	Versailles	48.804722222222,2.1341666666667	48.804722222222	2.1341666666667	20	 rue de Provence				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	314	Les Bords de la Sauldre.	D. Br.	Épreuve directe	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Charles JOB 	JOB 	Charles	M		 Milton House, Lingfield, Sussex (Angleterre).	 Milton House, Lingfield, Sussex (Angleterre).	England	 	Lingfield	51.175,-0.0171	51.175	-0.0171	 	 Milton House				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	315	Une vieille Carène.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
