First name Last name	Last name of the artist	First name of the artist	Sex of the artist (F/M/FM/empty)	Membership in movement, if applicable	Biographical elements	Detailed address of the artist, as it appears in the catalogue	Country of the artist	State of the artist	City of the artist	City coordinate location	City lat	City long	Street number of the artist's address	Street name of the artist's address	Street coordinate location	Street lat	Street long	Floor level of the artist's address	Local address of the artist	Additional information on the artist's address	Address as it appears in the catalogue	Country of the artist 2	State of the artist 2	City of the artist 2	Street number of the artist's address 2	Street name of the artist's address 2	Floor level of the artist's address 2	Local address of the artist 2	Additional information on the artist's address 2	Artist's nationality	Student of	Birth year	Month of birth	Day of birth	Detailed birth address of the artist, as it appears in the catalogue	Country of birth	State of birth	City of birth	Street number of the birth address	Street name of the birth address	Floor level of the birth address	Local address of birth	Additional information on the birth address	Year of death	Month of death	Day of death	Detailed death address of the artist, as it appears in the catalogue	Country of death	State of death	City of death	Street number of the death address	Street name of the death address	Floor level of the death address	Local address of death	Additional information on the death address	Notes	Number	Title of artwork	Subtitle	Dimension_bis	Medium_bis	Translated title	Start year of creation	Start month of creation	Start day of creation	End year of creation	End month of creation	End day of creation	Country of creation	State of creation	City of creation	Dimensions	Categories	Medium	Room	Chapter of the catalogue ?	Price	Location/Owner	Owner's country	Owner's state	Owner's city	Notes2	Column 75
Fernand HÉGOT 	HÉGOT 	Fernand	M	 	 5, rue de la Paix, Paris.	 5, rue de la Paix, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	5	rue de la Paix	48.869130555556,2.3311277777778	48.869130555556	2.3311277777778	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	261	Bords de l'Yvette.	D. Ch.	Épreuve directe	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
A. HÉLAIN 	HÉLAIN 	A.		Société Française de Photographie	  S. F. P. 2, rue Grétry, Paris.	   2, rue Grétry, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	2	rue Grétry	48.8703,2.33736	48.8703	2.33736	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	262	Lavoir en Bretagne.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
A. HÉLAIN 	HÉLAIN 	A.		Société Française de Photographie	  S. F. P. 2, rue Grétry, Paris.	   2, rue Grétry, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	2	rue Grétry	48.8703,2.33736	48.8703	2.33736	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	263	Soleil et Nuages.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
A. HÉLAIN 	HÉLAIN 	A.		Société Française de Photographie	  S. F. P. 2, rue Grétry, Paris.	   2, rue Grétry, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	2	rue Grétry	48.8703,2.33736	48.8703	2.33736	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	264	Pseudo-Clair de lune.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
HELLOUIN DE MENIBUS	HELLOUIN DE MENIBUS			 	 5, rue Sainte-Beuve, Paris.	 5, rue Sainte-Beuve, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	5	rue Sainte-Beuve	48.8441,2.32966	48.8441	2.32966	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	265	Dans la Buanderie.	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
HELLOUIN DE MENIBUS	HELLOUIN DE MENIBUS			 	 5, rue Sainte-Beuve, Paris.	 5, rue Sainte-Beuve, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	5	rue Sainte-Beuve	48.8441,2.32966	48.8441	2.32966	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	266	Bonne Maman.	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Lucien HERVÉ 	HERVÉ 	Lucien	M	Société d'Excursions des Amateurs de Photographie	  S. A. E. 71, rue Raynouard.	   71, rue Raynouard.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	71	rue Raynouard	48.8551,2.28023	48.8551	2.28023	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	267	Champigny-Saint-Marne.	D.	Épreuve directe		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Alfred HORSLEY HINTON 	HORSLEY HINTON 	Alfred	M	Linked Ring	  L. R. 52, Long Acre, Londres (Angleterre).	   52, Long Acre, Londres (Angleterre).	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	52	Long Acre	51.513,-0.1246	51.513	-0.1246	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	268	“ Recessional ”.	A. Pl.	Agrandissement	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Alfred HORSLEY HINTON 	HORSLEY HINTON 	Alfred	M	Linked Ring	  L. R. 52, Long Acre, Londres (Angleterre).	   52, Long Acre, Londres (Angleterre).	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	52	Long Acre	51.513,-0.1246	51.513	-0.1246	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	269	Vers les Collines.	A. Pl.	Agrandissement	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Alfred HORSLEY HINTON 	HORSLEY HINTON 	Alfred	M	Linked Ring	  L. R. 52, Long Acre, Londres (Angleterre).	   52, Long Acre, Londres (Angleterre).	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	52	Long Acre	51.513,-0.1246	51.513	-0.1246	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	270	Les Dunes.	A. Pl.	Agrandissement	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
HUDSON	HUDSON			 	 1128, Spruce Street, Philadelphie (U. S. A.)	 1128, Spruce Street, Philadelphie (U. S. A.)	United States of America	 	Philadelphia	39.952777777778,-75.163611111111	39.952777777778	-75.163611111111	1128	 Spruce Street				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	271	Au Réfectoire.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Madame Albert HUGUET 	HUGUET 	Madame Albert 	F	Photo-Club de Paris	  P. C. P. 146, avenue des Champs-Élysées,	   146, avenue des Champs-Élysées,	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	146	avenue des Champs-Élysées	48.86967,2.30786	48.86967	2.30786	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	272	La Lettre.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Madame Albert HUGUET 	HUGUET 	Madame Albert 	F	Photo-Club de Paris	  P. C. P. 146, avenue des Champs-Élysées,	   146, avenue des Champs-Élysées,	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	146	avenue des Champs-Élysées	48.86967,2.30786	48.86967	2.30786	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	273	Étude de Contre-jour.	A. Ch. V.	Agrandissement	Papier charbon velours Artigue	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Madame Albert HUGUET 	HUGUET 	Madame Albert 	F	Photo-Club de Paris	  P. C. P. 146, avenue des Champs-Élysées,	   146, avenue des Champs-Élysées,	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	146	avenue des Champs-Élysées	48.86967,2.30786	48.86967	2.30786	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	274	Pâturage.	A. Ch. Fr.	Agrandissement	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Madame Albert HUGUET 	HUGUET 	Madame Albert 	F	Photo-Club de Paris	  P. C. P. 146, avenue des Champs-Élysées,	   146, avenue des Champs-Élysées,	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	146	avenue des Champs-Élysées	48.86967,2.30786	48.86967	2.30786	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	275	Le Soir. Rentrée à la ferme.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Ernest HUILLARD 	HUILLARD 	Ernest	M	Société d'Excursions des Amateurs de Photographie	  S. F. P.- S. A. E. 5, rue du 29 Juillet, Paris.	5, rue du 29 Juillet, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	5	rue du Vingt-Neuf-Juillet	48.8651,2.33058	48.8651	2.33058	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	276	La Mare aux Fées. D. Ch. V.	D. Ch. V.	Épreuve directe	Papier au charbon velours Artigue	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Ernest HUILLARD 	HUILLARD 	Ernest	M	Société d'Excursions des Amateurs de Photographie	  S. F. P.- S. A. E. 5, rue du 29 Juillet, Paris.	5, rue du 29 Juillet, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	5	rue du Vingt-Neuf-Juillet	48.8651,2.33058	48.8651	2.33058	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	277	Les Saules. D. Ch. V.	D. Ch. V.	Épreuve directe	Papier au charbon velours Artigue	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
A. HUILLIER 	HUILLIER 	A.		Photo-Club de Paris	  P. C. P. 83, boulevard Haussmann, Paris.	   83, boulevard Haussmann, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	83	boulevard Haussmann	48.875,2.307222	48.875	2.307222	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	278	Les Chênes.	A. Ch. V.	Agrandissement	Papier charbon velours Artigue	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
A. HUILLIER 	HUILLIER 	A.		Photo-Club de Paris	  P. C. P. 83, boulevard Haussmann, Paris.	   83, boulevard Haussmann, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	83	boulevard Haussmann	48.875,2.307222	48.875	2.307222	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	279	Café Maure.	A. Ch. V.	Agrandissement	Papier charbon velours Artigue	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Léonce IMBERT 	IMBERT 	Léonce	M	 	 5, place de la Bourse, Marseille (Bouches-du-Rhône).	 5, place de la Bourse, Marseille (Bouches-du-Rhône).	France	 	Marseille	43.296666666667,5.3763888888889	43.296666666667	5.3763888888889	5	place du Général-de-Gaulle	43.2951,5.37581	43.2951	5.37581	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	280	Quiétude du Soir.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Léonce IMBERT 	IMBERT 	Léonce	M	 	 5, place de la Bourse, Marseille (Bouches-du-Rhône).	 5, place de la Bourse, Marseille (Bouches-du-Rhône).	France	 	Marseille	43.296666666667,5.3763888888889	43.296666666667	5.3763888888889	5	place du Général-de-Gaulle	43.2951,5.37581	43.2951	5.37581	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	281	Aube naissante.	D. Ch.	Épreuve directe	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
H. JACQUEMONT 	JACQUEMONT 	H.		 	 1, rue de Beaune, Paris.	 1, rue de Beaune, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	1	rue de Beaune	48.8582,2.32948	48.8582	2.32948	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	282	Lecture à vue.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Charles JOB 	JOB 	Charles	M	 	  High Lands, The Drive Hove, Sussex, (Angleterre).	  High Lands, The Drive Hove, Sussex, (Angleterre).	England	 	Brighton and Hove	50.827777777778,-0.15277777777778	50.827777777778	-0.15277777777778	 	  High Lands, The Drive				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	283	Retour du Toupeau.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Jacques de JOLY 	JOLY 	Jacques de	M	Société d'études photographiques	  S. E. P. 34, rue de Tocqueville, Paris.	34, rue de Tocqueville, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	34	rue de Tocqueville	48.8854,2.31022	48.8854	2.31022	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	284	Le Tricot de Grand'Mère.	D. Ch.	Épreuve directe	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Émile HUBERT 	HUBERT 	Émile	M	Photo-Club de Paris	  P. C. P. 138, boulevard Haussmann, Paris.	   138, boulevard Haussmann, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	138	boulevard Haussmann	48.875,2.307222	48.875	2.307222	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	285	Paysage Normand.	A. Ch. V.	Agrandissement	Papier charbon velours Artigue	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Albert KAPTEYN 	KAPTEYN 	Albert	M	Photo-Club de Paris	  P. C. P. 11, Kurhausstrasse, Zurich (Suisse).	   11, Kurhausstrasse, Zurich (Suisse).	Switzerland	 	Zürich	47.37444444444444,8.54111111111111	47.37444444444444	8.54111111111111	11	Kurhausstrasse	47.37435389,8.5784268	47.37435389	8.5784268	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	286	Université de Glasgow dans le Brouillard.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Albert KAPTEYN 	KAPTEYN 	Albert	M	Photo-Club de Paris	  P. C. P. 11, Kurhausstrasse, Zurich (Suisse).	   11, Kurhausstrasse, Zurich (Suisse).	Switzerland	 	Zürich	47.37444444444444,8.54111111111111	47.37444444444444	8.54111111111111	11	Kurhausstrasse	47.37435389,8.5784268	47.37435389	8.5784268	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	287	Inondation.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Albert KAPTEYN 	KAPTEYN 	Albert	M	Photo-Club de Paris	  P. C. P. 11, Kurhausstrasse, Zurich (Suisse).	   11, Kurhausstrasse, Zurich (Suisse).	Switzerland	 	Zürich	47.37444444444444,8.54111111111111	47.37444444444444	8.54111111111111	11	Kurhausstrasse	47.37435389,8.5784268	47.37435389	8.5784268	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	288	Tête de Fillette.	A. Pl.	Agrandissement	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Albert KAPTEYN 	KAPTEYN 	Albert	M	Photo-Club de Paris	  P. C. P. 11, Kurhausstrasse, Zurich (Suisse).	   11, Kurhausstrasse, Zurich (Suisse).	Switzerland	 	Zürich	47.37444444444444,8.54111111111111	47.37444444444444	8.54111111111111	11	Kurhausstrasse	47.37435389,8.5784268	47.37435389	8.5784268	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	289	Portrait.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Mme Gertrude KÄSEBIER 	KÄSEBIER 	Mme Gertrude	F	Linked Ring	  L. R. 3 W. 29me rue, New-York (U. S. A.).	   3 W. 29me rue, New-York (U. S. A.).	United States of America	 	New York City	40.7,-74	40.7	-74	 	   3 W. 29me rue				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	290	Homme au Chapeau.	Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Mme Gertrude KÄSEBIER 	KÄSEBIER 	Mme Gertrude	F	Linked Ring	  L. R. 3 W. 29me rue, New-York (U. S. A.).	   3 W. 29me rue, New-York (U. S. A.).	United States of America	 	New York City	40.7,-74	40.7	-74	 	   3 W. 29me rue				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	291	Cathryne.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Mme Gertrude KÄSEBIER 	KÄSEBIER 	Mme Gertrude	F	Linked Ring	  L. R. 3 W. 29me rue, New-York (U. S. A.).	   3 W. 29me rue, New-York (U. S. A.).	United States of America	 	New York City	40.7,-74	40.7	-74	 	   3 W. 29me rue				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	292	Portrait de M. Clarence White.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Mme Gertrude KÄSEBIER 	KÄSEBIER 	Mme Gertrude	F	Linked Ring	  L. R. 3 W. 29me rue, New-York (U. S. A.).	   3 W. 29me rue, New-York (U. S. A.).	United States of America	 	New York City	40.7,-74	40.7	-74	 	   3 W. 29me rue				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	293	Au lever du Soleil.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Mme Gertrude KÄSEBIER 	KÄSEBIER 	Mme Gertrude	F	Linked Ring	  L. R. 3 W. 29me rue, New-York (U. S. A.).	   3 W. 29me rue, New-York (U. S. A.).	United States of America	 	New York City	40.7,-74	40.7	-74	 	   3 W. 29me rue				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	294	Portrait de M. Frédéric Evans.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Mme Gertrude KÄSEBIER 	KÄSEBIER 	Mme Gertrude	F	Linked Ring	  L. R. 3 W. 29me rue, New-York (U. S. A.).	   3 W. 29me rue, New-York (U. S. A.).	United States of America	 	New York City	40.7,-74	40.7	-74	 	   3 W. 29me rue				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	295	La Mariée.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
L.-L. KLEINTJES 	KLEINTJES 	L.-L.		 	 17, rue de Suisse, Bruxelles.	 17, rue de Suisse, Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	17	Rue de Suisse - Zwitserlandstraat	50.832684,4.353783	50.832684	4.353783	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	296	Soins du ménage.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
L.-L. KLEINTJES 	KLEINTJES 	L.-L.		 	 17, rue de Suisse, Bruxelles.	 17, rue de Suisse, Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	17	Rue de Suisse - Zwitserlandstraat	50.832684,4.353783	50.832684	4.353783	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	297	Près du Berceau.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
L.-L. KLEINTJES 	KLEINTJES 	L.-L.		 	 17, rue de Suisse, Bruxelles.	 17, rue de Suisse, Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	17	Rue de Suisse - Zwitserlandstraat	50.832684,4.353783	50.832684	4.353783	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	298	Avant l'orage.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
A. KOURLINE 	KOURLINE 	A.		 	  Samara (Russie).	  Samara (Russie).	Russia	 	Samara	53.183333333333,50.116666666667	53.183333333333	50.116666666667	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	299	Tempête sur la mer Noire.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
A. KOURLINE 	KOURLINE 	A.		 	  Samara (Russie).	  Samara (Russie).	Russia	 	Samara	53.183333333333,50.116666666667	53.183333333333	50.116666666667	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	300	Dans la Carrière.	Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Hugues KRAFFT 	KRAFFT 	Hugues	M	Photo-Club de Paris	  P. C. P. 42, rue de Lubeck, Paris.	   42, rue de Lubeck, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	42	rue de Lübeck	48.8655,2.29234	48.8655	2.29234	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	301	Portai lde Chah-Zindé, à Samarkand.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Hugues KRAFFT 	KRAFFT 	Hugues	M	Photo-Club de Paris	  P. C. P. 42, rue de Lubeck, Paris.	   42, rue de Lubeck, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	42	rue de Lübeck	48.8655,2.29234	48.8655	2.29234	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	302	Une Juive de Samarkand.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Hugues KRAFFT 	KRAFFT 	Hugues	M	Photo-Club de Paris	  P. C. P. 42, rue de Lubeck, Paris.	   42, rue de Lubeck, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	42	rue de Lübeck	48.8655,2.29234	48.8655	2.29234	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	303	Le ravin de Siab (Turkestan Russe).	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Hugues KRAFFT 	KRAFFT 	Hugues	M	Photo-Club de Paris	  P. C. P. 42, rue de Lubeck, Paris.	   42, rue de Lubeck, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	42	rue de Lübeck	48.8655,2.29234	48.8655	2.29234	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	304	Le Torrent à Ourgout (Turkertan Russe).	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
